source_file,image_id,population,object_id,centroid_nucleus_y_px,centroid_nucleus_x_px,area_nucleus_um2,nucleus_major_axis_px,nucleus_minor_axis_px,nucleus_aspect_ratio,area_cell_um2,cell_major_axis_px,cell_minor_axis_px,cell_aspect_ratio,area_cytoplasm_um2,mean_intensity_protein_nucleus,mean_intensity_protein_cell,mean_intensity_protein_cytoplasm
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,4,73.5574891236793,68.16469857054071,79.88211790274596,56.56523045371962,36.246784580734584,1.5605585738985641,219.3407065844199,149.6351872496299,40.37893545135777,3.7057734577942747,139.45858868167394,0.6836544,2.2098234,3.0840156
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,5,12.26319305277221,189.30394121576487,74.32164729671267,64.7048658766249,30.381770320201753,2.1297266484040493,197.6449418090936,114.62412813401701,47.9243498558044,2.3917722093027876,123.32329451238095,1.4188377,6.9547853,10.291062
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,7,15.281578947368422,358.0468421052632,94.329412066636,66.33924307216559,37.72731912173875,1.7583874130600612,231.65317721206503,109.84650968012582,58.342600831979084,1.8827839025632898,137.32376514542904,0.75578946,3.384912,5.1908894
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,8,26.34112,472.18112,155.14705932012498,66.90909744721206,60.53337395072805,1.1053257580136475,247.83811844034048,82.8438214835721,79.06289351002846,1.0478217758759873,92.69105912021547,1.71072,3.1013622,5.4290304
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,11,21.707748074309016,724.1667421839601,109.57105917424508,59.59772108898859,47.66447722983507,1.250359272831467,276.4844714732084,101.86771617358495,74.64478001131151,1.3646997976033708,166.91341229896327,3.555052,12.837673,18.931292
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,12,81.54931389365352,790.1582332761578,115.77694154705009,71.93554573723821,41.5779745585763,1.7301358832641849,326.28047163259566,184.74189003589098,48.0287650767489,3.8464842837553195,210.50353008554558,3.6367924,5.585362,6.6570754
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,13,37.18282662284306,820.0221857025473,120.84094156325897,66.877932442462,46.39166396031027,1.4415937419204983,286.6124715056261,129.4185913654979,68.35663936840028,1.8932848741731028,165.77152994236715,15.595316,16.468388,17.104822
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,15,13.804110468850354,914.8734746307001,77.30047083565907,59.63689783779682,34.589156524189335,1.724150104559236,139.26000044574417,85.26246962717902,44.64982602629666,1.909581228311246,61.95952961008512,51.782917,52.12264,52.546474
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,16,72.94425427872861,979.3760391198044,101.5282356190898,58.414843983167785,45.56613887466289,1.2819792377810935,286.1656479747841,111.9534757357022,67.89412306075064,1.6489420687491303,184.63741235569435,2.4449878,5.069743,6.513041
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,18,93.55071043606075,881.8069573738363,101.32964738316002,54.392707943444215,47.81761699360307,1.1375035261736433,484.7538839045441,128.108277081359,100.89696000265508,1.269694122379781,383.42423652138405,5.88731,9.325071,10.233588
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,21,78.51021711366539,16.318646232439335,77.74729436650102,55.897012110540295,36.23779095953494,1.5425060587428714,132.3094121882026,82.66221978755945,42.60609929797984,1.9401499116226035,54.562117821701555,1.7464879,3.1778612,5.2174706
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,22,71.1943231441048,335.9017467248908,136.4301180837451,68.57465162180753,51.26091459275035,1.337757083864161,295.49929506348286,121.77050120978025,64.33990727406504,1.892612320547516,159.06917697973773,9.048035,9.392809,9.688515
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,23,74.31245601688951,271.22941590429275,70.54847081404723,50.637180460279566,35.75445436835685,1.416248166972284,206.92894183880992,98.97246503834664,54.76700362539074,1.8071550109866086,136.38047102476267,10.643912,14.299184,16.190025
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,25,101.12544378698225,744.5005917159764,125.8552945204854,61.82738188106851,52.21123448703162,1.1841777442827057,345.1960011049053,138.09307539727135,67.93694299020308,2.0326654294289517,219.3407065844199,12.690335,13.702575,14.283386
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,26,98.77557755775578,196.15694902823617,135.38752984511387,61.430630976286146,56.61310684168104,1.0850955618471416,357.06164820170846,129.69186140277677,85.38847496771787,1.5188450367781872,221.6741183565946,1.1837183,2.6453004,3.537962
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,27,119.91638472692122,687.015949734171,102.71976503466836,59.65106541392815,44.2409900425425,1.3483212142532794,312.72682453038954,135.78167729236583,60.68744226358175,2.2373933095191223,210.0070594957212,1.6297728,4.0419116,5.2217493
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,28,123.87183673469387,488.92054421768705,182.45294176046698,76.81357629581265,61.02887176534971,1.2586432302264026,384.61576593696265,123.91686837745974,88.77988413022418,1.3957764147979277,202.16282417649566,0.60190475,1.3414224,2.0088408
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,29,120.75918079096046,62.11228813559322,70.30023551913504,54.01276172284332,33.4528989861262,1.6145913615810648,202.46070653039033,108.66679405682747,50.443109541169385,2.1542445548115654,132.16047101125525,0.8919492,1.6466405,2.0480843
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,32,144.16019818331958,429.8373245251858,180.3677652832045,77.16401746544409,60.00152861077873,1.2860341936618975,377.7644717973859,153.30960302037815,83.21303203583545,1.8423749173609707,197.39670651418143,0.8398018,3.1121042,5.1883802
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,34,205.8084935897436,494.9102564102564,123.91905922017024,57.54822776849547,55.54311032777638,1.036100200886956,357.90564820440994,187.80843853107348,60.66697237525023,3.095727892425567,233.98658898423972,1.3349359,2.0602026,2.444303
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,35,145.36174785100286,347.2041547277937,69.30729433948623,43.90686789085061,40.688831750736185,1.0790889293609716,174.6583535002239,77.24100567008517,59.88249988046621,1.2898761044423488,105.35105916073768,3.3259313,3.4960206,3.607917
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,37,211.15300859598855,78.67392550143266,86.6341179243578,58.975650139041356,37.88764577224795,1.556593156871204,289.7898832805023,153.35606118094913,52.46258398607097,2.923151120838154,203.15576535614446,0.5409742,1.127634,1.3778104
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,39,207.7142025611176,873.9959254947613,85.29364733183192,56.84921286649712,38.50326338839427,1.4764777804167302,288.05223621611685,146.08862523338286,52.33700045340888,2.791306799544864,202.75858888428493,0.733993,1.7574974,2.188051
