source_file,image_id,population,object_id,centroid_nucleus_y_px,centroid_nucleus_x_px,area_nucleus_um2,nucleus_major_axis_px,nucleus_minor_axis_px,nucleus_aspect_ratio,area_cell_um2,cell_major_axis_px,cell_minor_axis_px,cell_aspect_ratio,area_cytoplasm_um2,mean_intensity_protein_nucleus,mean_intensity_protein_cell,mean_intensity_protein_cytoplasm
TREATED_1.tif,TREATED_1,all_cells,3,21.155393053016454,125.07404021937843,108.6278625579697,61.24794036881878,45.74146424007184,1.3390026180045735,388.1410555202044,128.46668569205715,79.09353149808959,1.6242375736524057,279.51319296223465,36.696068,52.98964,59.321846
TREATED_1.tif,TREATED_1,all_cells,5,27.53,255.26555555555555,134.047179573363,67.00447368045079,51.33727270253235,1.305181793912196,444.54016514810826,164.42995273407428,76.41163375259995,2.151896833752484,310.49298557474526,12.339629,37.890217,48.92101
TREATED_1.tif,TREATED_1,all_cells,6,49.914779270633396,447.4882917466411,129.33070473652245,63.96323014546627,51.903352532149604,1.2323525750257966,665.6683643406114,221.81109481614064,97.79584990060982,2.2681033504138246,536.337659604089,3.6840692,8.68228,9.887531
TREATED_1.tif,TREATED_1,all_cells,8,38.31553610503282,512.2525164113786,113.44363160190164,60.24052886664306,48.33475326189148,1.2463191554996194,388.98505628048116,110.76040916753495,93.34354345389866,1.1865888637732966,275.54142467857946,8.341356,9.971411,10.642523
TREATED_1.tif,TREATED_1,all_cells,10,50.58177676537586,622.3412300683372,108.97539228278954,61.4236216585651,45.56240951327806,1.3481205738398157,391.566705664857,119.04484497116607,91.02668928146059,1.3078015460176902,282.5913133820675,6.158542,10.801826,12.59241
TREATED_1.tif,TREATED_1,all_cells,11,7.217962760131435,746.4271631982475,45.327805537214964,64.44561978823177,18.877546729409737,3.413876851266407,229.07173575981363,145.02351604647953,42.45200956685186,3.416175524461377,183.74393022259866,3.8817086,6.7607284,7.470954
TREATED_1.tif,TREATED_1,all_cells,12,47.329892814608975,860.2453354505757,125.06105383159311,67.91482495852202,47.264097144040235,1.436922083829242,410.13472239094506,121.93292672660328,86.84939695515834,1.4039582426756412,285.073668559352,1.6804287,2.9727635,3.5397074
TREATED_1.tif,TREATED_1,all_cells,14,52.792652552926526,957.1575342465753,79.73324829437813,52.41635792831639,39.028978131209115,1.3430112813125945,260.10117547586987,101.11053678660791,68.11858449292707,1.484331148970168,180.36792718149175,2.0684931,3.514984,4.154418
TREATED_1.tif,TREATED_1,all_cells,15,112.37242128121606,719.0114006514658,91.44996473116097,58.37229812490533,40.32344444325605,1.4476019826889537,386.0558771712854,153.3345401587897,71.41153455076966,2.147195703374464,294.6059124401244,6.630836,13.0625,15.058982
TREATED_1.tif,TREATED_1,all_cells,16,111.1162604874151,58.788653615661204,124.26670017486205,66.69924401054664,47.89593947681835,1.3925866104542974,472.8886612726973,197.0290304212463,63.604575683768886,3.0977178654699475,348.62196109783514,5.593288,13.042834,15.698235
TREATED_1.tif,TREATED_1,all_cells,19,122.69347739095639,862.3397358943578,124.06811176067932,66.63763966228557,47.98715694585199,1.3886557133917832,418.97190682207787,160.84121388965315,73.14067047211205,2.1990667142021976,294.90379506139857,1.4057623,5.034483,6.561111
TREATED_1.tif,TREATED_1,all_cells,20,124.05732009925558,343.9786600496278,200.0778272891307,74.09704564159377,69.8032806980109,1.0615123659038166,910.5775261315002,196.82225102803585,127.7141074126182,1.5411159739162044,710.4996988423695,18.532507,19.784307,20.136818
TREATED_1.tif,TREATED_1,all_cells,21,111.23215230037017,128.68482284505552,187.76534560979957,78.06850804351213,61.76551656868365,1.263949730861547,812.3755553181254,165.20749929645385,131.51603819271622,1.2561775853859591,624.6102097083259,31.160233,46.659046,51.31818
TREATED_1.tif,TREATED_1,all_cells,22,102.42644533485976,578.9072696050372,86.73348989432043,55.238808688524664,40.6332946659259,1.3594469545893504,196.90041266220652,82.50824972737064,66.26258772042216,1.2451709564300877,110.1669227678861,5.610189,6.27055,6.7904463
TREATED_1.tif,TREATED_1,all_cells,23,142.94520547945206,12.282624369142033,68.86053261787202,60.551265935627896,30.25241737894168,2.001534792316361,308.2588659151892,186.1456484866619,47.67749005741919,3.9042669457322954,239.39833329731718,9.526316,11.473506,12.033596
TREATED_1.tif,TREATED_1,all_cells,24,103.8320284697509,677.3060498220641,69.75418048169445,50.46479412742783,35.620628741158626,1.4167294601714089,166.61567949933564,100.75460089502252,44.78355120747858,2.2498126695722407,96.86149901764118,26.429182,22.75149,20.103024
TREATED_1.tif,TREATED_1,all_cells,25,109.4171038824764,929.1589716684156,94.62737935808514,53.21884587799347,45.632500896238845,1.166248722571765,210.65266034436266,95.21392277495,62.679718136716524,1.5190547374075634,116.02528098627754,3.4396641,4.202687,4.8249893
TREATED_1.tif,TREATED_1,all_cells,26,159.53439380911436,777.8387790197764,115.47916284727492,60.10257724109496,49.4696412637195,1.2149386109491265,297.93226837768566,127.15217109105666,62.609457861226836,2.0308780084454336,182.45310553041074,2.0060189,3.2336278,4.010612
TREATED_1.tif,TREATED_1,all_cells,28,136.6588089330025,455.0665839536807,120.04669637347841,60.95969018408852,50.52411025210672,1.2065465355037432,425.3267360759262,150.02647202281292,75.23284319608896,1.9941619331304519,305.28003970244777,18.336227,17.444847,17.094324
TREATED_1.tif,TREATED_1,all_cells,30,173.5536562203229,829.1870845204179,104.55680006722314,57.67698405709561,46.590125329663266,1.2379658489644263,209.9079537911773,96.69393178361149,62.0021119481796,1.5595264216874865,105.35115372395417,0.35992402,1.0380795,1.7111216
TREATED_1.tif,TREATED_1,all_cells,31,178.1480908152735,571.4256965944272,96.21608667154722,58.069699600540226,42.71545477948346,1.359454087526923,224.25596671588173,107.17257209118127,56.78129889572172,1.8874624951430332,128.0398800443345,11.760062,11.637149,11.544785
TREATED_1.tif,TREATED_1,all_cells,32,190.88680659670166,503.5468515742129,132.4584722599009,66.55381023724377,51.435110650655176,1.2939373395981215,379.40316529616297,159.19162175555277,71.66702818900177,2.2212672379232656,246.94469303626204,20.315592,19.750065,19.446722
TREATED_1.tif,TREATED_1,all_cells,33,213.48751534997953,733.6307818256242,121.28787396212066,63.380750832922864,49.19466967536432,1.288366224454245,280.75437055087696,108.91564302740821,70.4489939962686,1.5460212679996117,159.46649658875626,1.1678264,2.6931918,3.8533623
TREATED_1.tif,TREATED_1,all_cells,34,219.48644688644688,643.1271062271062,135.5365926797337,69.4317527450005,50.22156350328593,1.3825087851049813,544.7776672068563,149.20526897999787,99.38511755597331,1.5012838204469199,409.24107452712263,3.0908425,4.594368,5.092321
TREATED_1.tif,TREATED_1,all_cells,35,194.981684981685,389.9793956043956,108.42927414378696,55.28749851684436,50.346402071385,1.0981419970875672,257.81740871276816,108.93464690794167,63.82330968832352,1.7068160118915185,149.3881345689812,19.014194,29.46293,37.04686
TREATED_1.tif,TREATED_1,all_cells,36,248.56908023483365,266.66810176125244,126.84834955923795,67.25401581253399,48.48432461784413,1.387129063725926,559.1753272351064,165.94269807126759,104.60655911487585,1.586350793634596,432.32697767586853,8.930333,14.137619,15.66548
TREATED_1.tif,TREATED_1,all_cells,37,224.81871061560832,909.095492001939,102.42197461475847,56.26112765502227,46.83996946187833,1.201135019970744,218.9437266364929,102.99632420468775,55.759337815851545,1.8471583099648547,116.52175202173443,3.4357731,5.417007,7.1585
