source_file,image_id,population,object_id,centroid_nucleus_y_px,centroid_nucleus_x_px,area_nucleus_um2,nucleus_major_axis_px,nucleus_minor_axis_px,nucleus_aspect_ratio,mean_intensity_protein_nucleus
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,1,71.29366543665436,262.30473554735545,152.66338030667026,67.97607536423263,61.03658754035118,1.1136939023547765,84.15073
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,2,341.2585528307599,27.042991220102937,155.05754771000366,71.43598917129,59.17940299937876,1.2071089864161,62.116947
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,3,511.66626698641085,566.4572342126299,117.45503614000278,62.630781754207995,51.00056356331194,1.2280409740268523,114.2619
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,4,536.3437785214481,865.7666565257073,154.3064363677814,65.62946017599816,63.860351354923694,1.0277027730593291,80.011734
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,5,572.9910903691133,686.2248621128554,110.64808960111371,63.73436839971009,47.14425931684931,1.3519009381685523,108.67938
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,6,578.639552238806,1032.284328358209,125.81114982222519,67.80767946241708,50.37021245696014,1.3461860920351834,69.31903
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,7,589.7126311979732,912.2913499819037,129.70753991000305,69.16201711194945,51.05806661805851,1.354575715318759,83.87663
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,8,628.8707482993198,1088.5344995140913,144.91754459000342,65.6548296665713,59.973754288405274,1.0947260255018645,63.527466
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,9,648.7101687937422,16.340057636887607,114.0280906411138,79.2490257586902,41.71921820531449,1.8995807967608294,72.55613
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,10,645.327859879584,570.9811165845649,171.53505278000404,75.63212300785295,61.602185367485916,1.2277506480763933,89.82763
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,11,676.7850212249848,1039.4241964827168,154.82282541555918,70.41290176112919,59.745941796263246,1.1785386529053443,66.74431
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,12,672.0055230669266,943.6364522417153,144.4950444600034,64.174070281234,61.17833455263337,1.0489672651357207,72.62628
mixed_pop_1vs4.tif,mixed_pop_1vs4,population_1,13,731.7935606060606,985.332196969697,123.9333714666696,66.12275728576388,51.10867883726658,1.2937676885818772,90.620346
