source_file,image_id,population,object_id,centroid_nucleus_y_px,centroid_nucleus_x_px,area_nucleus_um2,nucleus_major_axis_px,nucleus_minor_axis_px,nucleus_aspect_ratio,area_voronoi_territory_um2,area_pseudo_cytoplasm_um2,mean_intensity_protein_nucleus,mean_intensity_protein_voronoi_territory,mean_intensity_protein_pseudo_cytoplasm
CTRL.tif,CTRL,all_cells,1,13.24468085106383,15.669148936170213,44.127791355556596,40.3757374970199,31.037538902416976,1.3008678820818402,75.72141218777956,31.593620832222967,40.981766,38.269596,34.481426
CTRL.tif,CTRL,all_cells,2,19.659839715048975,116.65494211932324,105.43725466444693,64.3483837413866,44.827394398621315,1.4354700870895511,303.5898156344516,198.15256097000466,45.81173,44.137913,43.24727
CTRL.tif,CTRL,all_cells,3,10.892483349191247,264.55851569933395,49.33862629222339,52.17834317995493,26.655660613015254,1.957495780632712,176.9806100111153,127.64198371889191,49.407913,43.098106,40.65912
CTRL.tif,CTRL,all_cells,4,19.97764598540146,373.29972627737226,102.90225388444686,66.04211155576182,43.18169017233919,1.5294008014087945,237.16340630667227,134.2611524222254,43.60343,42.776073,42.141956
CTRL.tif,CTRL,all_cells,6,20.104543234000978,491.4421104054714,96.09530734555781,56.78473185390762,48.2761402853639,1.1762483810480455,186.93283529555995,90.83752795000214,57.80222,53.02339,47.96796
CTRL.tif,CTRL,all_cells,7,25.929655870445345,544.0561740890688,92.76225076444663,54.80934329926308,46.60542173629307,1.1760293385904792,285.4692545033401,192.70700373889343,48.31738,44.171917,42.17644
CTRL.tif,CTRL,all_cells,9,23.894039735099337,749.8157382158162,120.50642596778063,65.60951133897217,49.9394244976019,1.3137818867360547,298.28509178000706,177.7786658122264,57.38344,49.55704,44.251957
CTRL.tif,CTRL,all_cells,10,15.845309928688975,991.1162918266593,85.57974855444647,66.83407212945637,34.94742997881372,1.9124173700318845,228.57257033000536,142.99282177555892,53.60113,51.056747,49.53396
CTRL.tif,CTRL,all_cells,11,16.334799340296865,1116.1275426058273,85.3919707188909,60.033916790090366,40.70642577423027,1.4748019667227972,216.97728898444956,131.58531826555867,47.51716,47.310783,47.176853
CTRL.tif,CTRL,all_cells,12,43.369217830109335,829.8057190916737,111.63392323778041,61.6518648652525,49.274058081143906,1.2512033160273703,325.27815564111876,213.64423240333835,58.196323,50.807537,46.94673
CTRL.tif,CTRL,all_cells,13,53.80076419213974,16.393558951965066,86.00224868444647,63.298295189404215,38.43912331222646,1.6467153705680566,138.48615372222548,52.48390503777902,42.388252,39.61913,35.08152
CTRL.tif,CTRL,all_cells,14,66.09747102212856,256.53793466807167,89.10058297111321,53.018908060549165,46.655684695757984,1.1363868820334715,185.66533490555992,96.56475193444672,54.53146,51.722847,49.13133
CTRL.tif,CTRL,all_cells,15,64.39557836557442,644.7335175681011,118.91031436555835,65.43970883223818,49.76161735110547,1.3150639451791133,396.3051219400093,277.39480757445097,62.947155,53.259148,49.106205
CTRL.tif,CTRL,all_cells,16,70.99930458970793,961.3028511821975,135.01226376444765,67.70289813130435,54.2663447014991,1.247603804968166,271.0103611655619,135.9980974011143,50.7731,49.20242,47.643127
CTRL.tif,CTRL,all_cells,17,68.91590493601463,419.26569165143206,77.03585703666847,52.82414467316837,39.757111710844875,1.3286715860387588,205.0533964266715,128.017539390003,50.414467,49.187828,48.449688
CTRL.tif,CTRL,all_cells,18,72.66307814992025,1073.9421850079746,117.73670289333612,63.191226571105474,50.61205078044301,1.248541120082871,281.1034198266733,163.3667169333372,46.266006,44.87167,43.866787
CTRL.tif,CTRL,all_cells,19,76.96052631578948,315.543324775353,146.27893389778123,67.70243631867622,58.764136521541495,1.152104673466242,350.5342745233416,204.2553406255604,55.435814,50.162296,46.38563
CTRL.tif,CTRL,all_cells,20,79.77315767805682,893.6982297241664,114.0280906411138,61.3011413951975,50.50146263056786,1.2138488313424163,288.051199742229,174.0231091011152,59.561077,51.3672,45.998188
CTRL.tif,CTRL,all_cells,21,90.78154981549815,199.99151291512916,127.21948358889189,67.08167877804188,51.47989542587978,1.3030655603142276,313.72981875445186,186.51033516555995,58.70928,55.16468,52.746902
CTRL.tif,CTRL,all_cells,22,85.8697286012526,475.49561586638833,112.43197903889153,56.02683293922004,54.61588608819454,1.0258340009122453,217.02423344333846,104.5922544044469,58.049805,53.665554,48.952682
CTRL.tif,CTRL,all_cells,23,85.79310344827586,127.85714285714286,85.76752639000202,56.0747882274925,41.82381814370792,1.3407381419558064,239.2759069566723,153.50838056667027,46.004536,46.306763,46.47562
CTRL.tif,CTRL,all_cells,24,97.87930263746088,1024.2025033527045,105.01475453444692,56.479897421385274,50.59769819459136,1.1162542850105914,268.61619376222853,163.6014392277816,52.682735,47.889668,44.813034
CTRL.tif,CTRL,all_cells,25,96.05833763551884,34.38461538461539,90.93141686777993,58.13439421649982,42.706872198373816,1.3612421426337433,200.8753395855603,109.94392271778037,45.531822,43.589558,41.983166
CTRL.tif,CTRL,all_cells,26,100.99922510654785,689.5590856257264,121.16364839222508,61.88784952861263,53.21428331847658,1.1629931978643127,286.2203658455623,165.05671745333723,59.502674,54.546825,50.908867
CTRL.tif,CTRL,all_cells,27,102.51876728565784,765.5428684314501,118.81642544778059,59.793235793266255,53.94461922382343,1.1084189054180944,307.11065005111834,188.29422460333777,53.88158,48.88507,45.7322
