source_file,image_id,population,object_id,centroid_nucleus_y_px,centroid_nucleus_x_px,area_nucleus_um2,nucleus_major_axis_px,nucleus_minor_axis_px,nucleus_aspect_ratio,area_voronoi_territory_um2,area_pseudo_cytoplasm_um2,mean_intensity_protein_nucleus,mean_intensity_protein_voronoi_territory,mean_intensity_protein_pseudo_cytoplasm
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,104,532.1454357916451,508.8896338318721,91.0253057855577,54.74111361525308,45.200480704258645,1.2110737045788884,211.34395391778278,120.31864813222506,151.53416,134.61798,121.820305
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,105,537.1103427540589,865.5535177390259,156.13727026444812,65.69495181113844,64.5343002356207,1.0179850338700518,423.7206859311211,267.583415666673,80.01091,78.85071,78.173706
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,106,539.0587751746815,234.0123304562269,114.21586847666936,63.93399889053348,48.815662450166904,1.309702576622821,211.48478729444943,97.26891881778008,236.73448,194.94476,145.87411
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,107,543.5102368526697,763.3621035728623,116.93864709222497,57.71412433771342,55.09571196764979,1.0475247941545989,325.9353780655632,208.99673097333826,210.71921,154.05849,122.35546
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,108,562.4829282407408,186.42332175925927,162.24004992000383,71.70849762114258,61.47949103678964,1.1663807948285039,418.650684371121,256.4106344511172,102.06717,99.75849,98.297714
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,109,559.6495405179616,970.2953216374269,112.38503458000267,63.10622244425684,49.26156628164899,1.2810437671318073,331.56871313223,219.1836785522274,91.843895,88.88911,87.37405
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,110,552.5905840286055,617.1156138259834,78.77280201555742,56.74443347619838,37.73959666490732,1.5035781643358943,229.93395963778318,151.16115762222577,197.52722,134.61607,101.83195
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,111,573.4964119881806,685.8940481215703,111.2114231077804,63.68276972338972,47.42129502293454,1.3429150277863686,273.45147302778423,162.24004992000383,108.817635,120.29011,128.15419
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,112,579.9953614224971,1032.3432547352145,121.44531514555842,65.82330274714678,50.10341319512249,1.313748875566717,297.017591390007,175.57227624444857,69.027115,71.63985,73.4471
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,113,583.8347315436241,381.21812080536915,111.91558999111375,65.24373724288901,46.55244709475206,1.4015103676524892,301.3834260666738,189.46783607556003,162.25821,120.17129,95.31123
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,114,586.485856905158,504.83361064891847,84.64085937666866,58.29596476777993,39.436190007750234,1.478235213805473,193.78672629333792,109.14586691666923,226.24617,154.07213,98.1023
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,115,595.7289866457188,1140.930086410055,59.76029616555696,66.4295757672845,25.595029438977665,2.5954092346587228,191.8620034788934,132.10170731333645,79.944115,62.530285,54.652607
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,116,590.2220229555237,912.0455523672883,130.8811513822253,69.21165436385017,51.45666812398575,1.3450473356938593,296.6420357188959,165.76088433667059,83.84879,86.91822,89.3418
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,117,597.491935483871,438.0050933786078,110.60114514222484,63.11506155040097,47.828839692833675,1.3196026070408242,278.8031413411177,168.20199619889286,103.53134,99.10567,96.19558
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,118,603.9535186794092,259.93136403127716,108.06614436222478,64.2804607238744,45.66633037360429,1.4076116954873454,348.3278849555638,240.261740593339,175.85106,129.79587,109.08094
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,119,607.394865987165,738.2416006040015,124.35587159666959,72.42198531504648,46.71970099208746,1.5501380312196777,305.3737050722294,181.01783347555983,185.92632,149.3395,124.20503
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,120,629.5400751408891,1088.2964934251722,149.94060169111467,66.79545366638338,60.98347301679848,1.0953041924651281,296.9706469311181,147.03004524000346,63.80768,65.05634,66.32973
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,121,641.4977945809704,92.1625708884688,149.00171251333686,68.45292718149626,59.09595671310106,1.1583352058047118,418.7915177477877,269.7898052344508,89.64074,89.67672,89.696594
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,122,638.2068,505.934,117.36114722222499,69.88225770473224,45.822379927819014,1.5250682704567762,279.3195303888955,161.95838316667047,128.56668,118.74596,111.629486
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,123,649.2051731696624,15.977202981148618,107.08031072555808,77.7773693092312,40.395478400884514,1.9253979006602917,373.0206703311199,265.9403596055618,72.66956,77.09685,78.879486
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,124,645.9861525929948,571.242193863698,172.89644208778188,75.78347546645907,61.949935858740666,1.2233019197834503,397.2440111177872,224.3475690300053,89.749084,91.25727,92.41958
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,125,660.3263492063492,168.1057142857143,147.8750455000035,69.94260524463627,57.4803035224602,1.2168099498170966,320.489820834452,172.61477533444852,120.788025,115.542755,111.049255
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,126,668.0646745804339,809.4248874334834,114.68531306555825,63.71287413491371,48.88565846160225,1.3033039983486703,349.36066305111933,234.6753499855611,128.83304,112.097824,103.91936
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,127,669.7986034546122,882.8687982359427,127.73587263666967,65.82903793649638,52.736668343332425,1.2482593232459904,291.8537009122291,164.11782827555945,83.57704,77.48106,72.73643
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,128,672.3451992161986,943.4608099281515,143.74393311778118,64.09678731886605,60.91324265715965,1.052263588717883,329.55010140000775,185.8061682822266,72.63264,77.05712,80.48001
mixed_pop_1vs4.tif,mixed_pop_1vs4,all_cells,129,677.365890083632,1038.8924731182797,157.1700483600037,71.00741820764505,60.10824137508648,1.1813258312540822,308.2373170644517,151.06726870444803,66.71778,70.4604,74.35421
