source_file,image_id,population,object_id,centroid_nucleus_y_px,centroid_nucleus_x_px,area_nucleus_um2,nucleus_major_axis_px,nucleus_minor_axis_px,nucleus_aspect_ratio,area_voronoi_territory_um2,area_pseudo_cytoplasm_um2,mean_intensity_protein_nucleus,mean_intensity_protein_voronoi_territory,mean_intensity_protein_pseudo_cytoplasm
TREATED.tif,TREATED,all_cells,1,11.4992700729927,104.18613138686132,64.3139086777793,62.34047830466778,30.465887348711007,2.0462387190998843,193.97450412889347,129.66059545111415,92.66538,87.825615,85.424995
TREATED.tif,TREATED,all_cells,2,18.42603550295858,168.1646942800789,95.20336262666892,59.429283308732835,45.465136185609616,1.307139674367523,173.6006089711152,78.3972463444463,118.243866,112.774506,106.132675
TREATED.tif,TREATED,all_cells,3,31.56923076923077,231.65438282647585,131.20976259444754,69.61978510702433,51.87617648909193,1.34203771015513,339.7370489788969,208.52728638444938,142.53723,96.36473,67.31202
TREATED.tif,TREATED,all_cells,4,14.34366391184573,309.8333333333333,68.16335430666828,53.01720405218227,36.89056217029356,1.4371481737644765,180.78311118111537,112.6197568744471,151.98741,113.06414,89.50575
TREATED.tif,TREATED,all_cells,5,41.229426433915215,380.06750979693624,263.54619220222844,93.77776520496636,77.15405804469017,1.2154612159304334,419.9651292200099,156.41893701778147,182.67203,171.49129,152.65315
TREATED.tif,TREATED,all_cells,6,11.625404530744337,545.7046925566343,58.02335118666804,56.69992518787976,29.064191414870727,1.9508516297091676,147.54643428778124,89.52308310111323,75.246765,66.47107,60.783203
TREATED.tif,TREATED,all_cells,8,9.605308219178083,802.7277397260274,54.831127982223514,63.482253675818825,24.608919616749013,2.5796440747692286,116.42225804444718,61.59113006222367,81.6031,77.056335,73.008606
TREATED.tif,TREATED,all_cells,9,11.708782742681048,893.6764252696456,60.933907637779214,59.28528627769797,29.564130319901725,2.0053113565728267,192.9417260333379,132.00781839555867,139.8172,103.97317,87.42781
TREATED.tif,TREATED,all_cells,10,24.10928270042194,1000.0215189873418,111.2583675666693,63.281228057345196,48.65654976512575,1.300569571061152,234.72229444444997,123.46392687778068,81.575645,78.98394,76.64845
TREATED.tif,TREATED,all_cells,11,22.738658394726638,1118.9918573090345,121.06975947444731,64.41154578399079,51.57167657213384,1.2489713359211367,223.03312418111636,101.96336470666907,44.83554,43.15723,41.164433
TREATED.tif,TREATED,all_cells,12,28.53513129879347,469.8647977288857,132.289485148892,73.00555298305416,49.45336900506839,1.4762503435422558,264.90758151000625,132.61809636111423,131.11472,119.643166,108.20006
TREATED.tif,TREATED,all_cells,13,36.56499133448874,618.8688619295206,81.26085833666858,52.818492658432106,41.81728813165302,1.2630779043381313,182.28533386555983,101.02447552889126,69.31047,66.38832,64.03784
TREATED.tif,TREATED,all_cells,14,43.44896193771626,793.4506920415225,108.53558895111367,66.08462482684875,44.62028862143242,1.481044315681687,264.156470167784,155.62088121667034,105.6274,95.10246,87.76199
TREATED.tif,TREATED,all_cells,15,53.108933283075764,680.8039954768187,124.54364943222517,64.66237771331024,52.30952802147553,1.2361491330367822,353.9142755633417,229.3706261311165,95.44311,92.97751,91.63873
TREATED.tif,TREATED,all_cells,16,61.79085979860573,1067.6096049573973,121.21059285111396,61.90184220300806,53.41509418867326,1.158882955150427,267.7242490433396,146.51365619222568,67.097824,61.37064,56.632534
TREATED.tif,TREATED,all_cells,17,80.67058823529412,592.7752321981424,151.63060221111468,72.63370966929917,56.89350493948006,1.2766608375870427,288.896200002229,137.26559779111435,136.6568,110.055695,80.67075
